label,message
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
ham,Hey anyway i have to :-)
ham,Pls she needs to dat slowly or she will vomit more.
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
ham,Hey so whats the plan this sat? 
ham,What you thinked about me. First time you saw me in class.
ham,"I'm outside islands, head towards hard rock and you'll run into me"
ham,"Playin space poker, u?"
ham,Yes! How is a pretty lady like you single?
ham,I'm in town now so i'll jus take mrt down later.
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
ham,No calls..messages..missed calls
ham,I dunno lei... Like dun haf...
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
ham,It only does simple arithmetic not percentages.
ham,They will pick up and drop in car.so no problem..
ham,Fine. Do you remember me.
ham,You flippin your shit yet?
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
ham,Are you comingdown later?
ham,Esplanade lor. Where else...
ham,K.:)do it at evening da:)urgent:)
ham,Should I be stalking u?
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,"I can't right this second, gotta hit people up first"
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
ham,Love it! The girls at the office may wonder why you are smiling but sore...
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,WHO ARE YOU SEEING?
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
ham,I'm gonna rip out my uterus.
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
ham,We have all rounder:)so not required:)
ham,Ok i'm coming home now.
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
ham,I cant pick the phone right now. Pls send a message
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham,Whos this am in class:-)
ham,In sch but neva mind u eat 1st lor..
ham,I'll be at mu in like  &lt;#&gt;  seconds
ham,Customer place i will call you.
ham,Ok... U enjoy ur shows...
ham,Long time. You remember me today.
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,Still otside le..u come 2morrow maga..
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,Havent still waitin as usual... Ü come back sch oredi?
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,Lol no. Just trying to make your day a little more interesting
ham,I tot u reach liao. He said t-shirt.
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,Why tired what special there you had
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
ham,Ok cool. See ya then.
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,I'm fine. Hope you are also
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
ham,Ok.. Ü finishing soon?
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
ham,"Haha better late than ever, any way I could swing by?"
ham,It certainly puts things into perspective when something like this happens
ham,I anything lor...
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
ham,There the size of elephant tablets & u shove um up ur ass!!
ham,"Now, whats your house # again ? And do you have any beer there ?"
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
ham,* You gonna ring this weekend or wot?
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,Yes:)here tv is always available in work place..
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
ham,X2  &lt;#&gt; . Are you going to get that
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50"
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,Cab is available.they pick up and drop at door steps.
ham,You sure your neighbors didnt pick it up
ham,Good. Good job. I like entrepreneurs
ham,I am joining today formally.Pls keep praying.will talk later.
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
ham,Small problem in auction:)punj now asking tiwary
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? "
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,"I'm in a meeting, call me later at"
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham,Customer place i will call you
ham,Ok i vl..do u know i got adsense approved..
ham,"Oh, then your phone phoned me but it disconnected"
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
ham,Goodmorning sleeping ga.
ham,Yes i thought so. Thanks.
ham,Yup i'm free...
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
ham,Old Orchard near univ. How about you?
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
ham,Mm i am on the way to railway
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
ham,cool. We will have fun practicing making babies!
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
ham,I think it's all still in my car
ham,Wat time ü wan today?
ham,What u talking bout early morning? It's almost noon where your at!
ham,Ugh. Gotta drive back to sd from la. My butt is sore.
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,Nope... C ü then...
ham,Yes da. Any plm at ur office
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,"A few people are at the game, I'm at the mall with iouri and kaila"
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
ham,5 nights...We nt staying at port step liao...Too ex
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
ham,How are you doing. How's the queen. Are you going for the royal wedding
ham,"I hav almost reached. Call, i m unable to connect u."
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
ham,"Yes but i dont care! I need you bad, princess!"
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
ham,"Haha just kidding, papa needs drugs"
ham,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......"
ham,Love you aathi..love u lot..
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
ham,Stupid.its not possible
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
ham,I want  &lt;#&gt;  rs da:)do you have it?
ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?
ham,You are not bothering me but you have to trust my answers. Pls.
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
ham,I went to ur hon lab but no one is there.
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
ham,Nice.nice.how is it working?
ham,I place all ur points on e cultures module already.
ham,That's one of the issues but california is okay. No snow so its manageable
ham,I am not sure about night menu. . . I know only about noon menu
ham,Hey... Very inconvenient for your sis a not huh?
ham,How did you find out in a way that didn't include all of these details
ham,Call me when you get the chance plz &lt;3
ham,I liked your new house
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
ham,Why don't you wait 'til at least wednesday to see if you get your .
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
ham,WHITE FUDGE OREOS ARE IN STORES
ham,I am on the way to ur home
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,Lol no ouch but wish i'd stayed out a bit longer
ham,Ya very nice. . .be ready on thursday
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
ham,"Jay told me already, will do"
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,Thats cool. Where should i cum? On you or in you? :)
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
ham,Mathews or tait or edwards or anderson
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
ham,No need to ke qi... Ü too bored izzit y suddenly thk of this...
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,I asked sen to come chennai and search for job.
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
ham,HAPPY NEW YEAR MY NO.1 MAN
ham,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
ham,Haiyoh... Maybe your hamster was jealous of million
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.
ham,I think i am disturbing her da
ham,It has issues right now. Ill fix for her by tomorrow.
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
ham,No. I.ll meet you in the library
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
ham,Hope you are having a great day.
ham,Love you aathi..love u lot..
ham,Ü ready then call me...
ham,"Goodmorning, Today i am late for  &lt;#&gt; min."
ham,Going to join tomorrow.
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
ham,I will reach ur home in  &lt;#&gt;  minutes
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space
ham,Am okay. Will soon be over. All the best
ham,Yes.he have good crickiting mind
ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx
ham,Yo sorry was in the shower sup
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
ham,Lmao!nice 1
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
ham,Don know..he is watching film in computer..
ham,"Nah I don't think he goes to usf, he lives around here though"
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,"Just making dinner, you ?"
ham,I like to think there's always the possibility of being in a pub later.
ham,She's fine. Sends her greetings
ham,"Why is that, princess? I bet the brothas are all chasing you!"
ham,Bugis oso near wat... 
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
ham,How abt making some of the pics bigger?
ham,We left already we at orchard now.
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5"
ham,I can't make it tonight
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP"
ham,Ok I'm gonna head up to usf in like fifteen minutes
ham,I am late. I will be there at
ham,He is a womdarfull actor
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,"U so lousy, run already come back then half dead... Hee..."
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
ham,I love u 2 my little pocy bell I am sorry but I love u
ham,This is my number by vivek..
ham,Hope you are feeling great. Pls fill me in. Abiola
ham,"Yeah probably, I still gotta check out with leo"
ham,Wife.how she knew the time of murder exactly
ham,Near kalainar tv office.thenampet
ham,"alright, I'll make sure the car is back tonight"
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,Don know. I did't msg him recently.
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
ham,S'fine. Anytime. All the best with it.
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham,Then why no one talking to me
ham,Sent me ur email id soon
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham,ARR birthday today:) i wish him to get more oscar.
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
ham,Pls go there today  &lt;#&gt; . I dont want any excuses
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
ham,:) 
ham,It took Mr owl 3 licks
spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
ham,Wewa is 130. Iriver 255. All 128 mb.
ham,Is there any training tomorrow?
ham,Ok no prob... I'll come after lunch then...
ham,I cant pick the phone right now. Pls send a message
ham,TELL HER I SAID EAT SHIT.
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
ham,Hahaha..use your brain dear
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,How long does it take to get it.
ham,I'm freezing and craving ice. Fml
ham,Man this bus is so so so slow. I think you're gonna get there before me
ham,How do you plan to manage that
ham,Dear we got  &lt;#&gt;  dollars hi hi
ham,Uncle Abbey! Happy New Year. Abiola
ham,"Yo, you at jp and hungry like a mofo?"
ham,Yeah right! I'll bring my tape measure fri!
spam,FROM 88066 LOST £12 HELP
ham,Not course. Only maths one day one chapter with in one month we can finish.
ham,I did. One slice and one breadstick. Lol
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,on a Tuesday night r u 4 real
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
ham,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
ham,No shoot me. I'm in the docs waiting room. :/
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt..."
ham,R ü going 4 today's meeting?
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,Dude how do you like the buff wind.
ham,Hey they r not watching movie tonight so i'll prob b home early...
ham,Hi dude hw r u da realy mising u today
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
ham,Ambrith..madurai..met u in arun dha marrge..remembr?
ham,Nvm it's ok...
ham,Actually getting ready to leave the house.
ham,Ok i've sent u da latest version of da project.
ham,"Cool, what time you think you can get here?"
ham,No..but heard abt tat..
ham,"Not sure yet, still trying to get a hold of him"
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
ham,Sorry i missed your call. Can you please call back.
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham,Did you stitch his trouser
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
ham,"St andre, virgil's cream"
ham,"Aight, I'll ask a few of my roommates"
ham,Please tell me you have some of that special stock you were talking about
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
ham,What is your record for one night? :)
ham,I just saw ron burgundy captaining a party boat so yeah
ham,Why nothing. Ok anyway give me treat
ham,Mmm so yummy babe ... Nice jolt to the suzy
spam,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
ham,I can do that! I want to please you both inside and outside the bedroom...
ham,"Sorry, I'll call later"
ham,"Just sent you an email – to an address with incomm in it, is that right?"
ham,Nope watching tv at home... Not going out. V bored...
ham,Okie but i scared u say i fat... Then u dun wan me already...
ham,"Probably gonna be here for a while, see you later tonight &lt;)"
ham,Yup i thk so until e shop closes lor.
ham,Take some small dose tablet for fever
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.
ham,Hey come online! Use msn... We are all there
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
ham,i see. When we finish we have loads of loans to pay
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
ham,No i am not having not any movies in my laptop
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
ham,"Sorry, I'll call later in meeting"
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...
ham,You unbelievable faglord
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
ham,And by when you're done I mean now
ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
ham,Where are you call me.
