label,message
ham,You should change your fb to jaykwon thuglyfe falconerf
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
ham,"Sorry,  in meeting I'll call you later"
ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out."
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,Where's my boytoy? I miss you ... What happened?
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,You also didnt get na hi hi hi hi hi
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
ham,"Haha awesome, omw back now then"
spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
ham,Nope. Meanwhile she talk say make i greet you.
ham,Sorry da. I gone mad so many pending works what to do.
ham,Babe ? I lost you ... :-(
ham,"Oh... Icic... K lor, den meet other day..."
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
ham,Sweet heart how are you?
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
ham,Ü still got lessons?  Ü in sch?
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
ham,Ay wana meet on sat?ü wkg on sat?
ham,Are you wet right now?
ham,Then i buy.
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
ham,Hi. I'm sorry i missed your call. Can you pls call back.
ham,Which channel:-):-):):-).
ham,Fine if thats the way u feel. Thats the way its gota b
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
ham,Going on nothing great.bye
spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
ham,Hey company elama po mudyadhu.
ham,My friends use to call the same.
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,I dont know why she.s not getting your messages
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+"
ham,You call times job today ok umma and ask them to speed up
ham,"Not really dude, have no friends i'm afraid :("
ham,But i haf enuff space got like 4 mb...
ham,my ex-wife was not able to have kids. Do you want kids one day?
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
ham,I am in your office na.
ham,Smith waste da.i wanna gayle.
ham,Ok... Ur typical reply...
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham,I am sorry it hurt you.
ham,Hahaha..use your brain dear
ham,Mm feeling sleepy. today itself i shall get that dear
ham,"Sorry, I'll call you  later. I am in meeting sir."
ham,Yes just finished watching days of our lives. I love it.
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
ham,Happy birthday... May all ur dreams come true...
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
ham,I'm e person who's doing e sms survey...
ham,Just finished eating. Got u a plate. NOT leftovers this time.
ham,"Yo, you around? Just got my car back"
ham,Ü comin to fetch us oredi...
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,Huh means computational science... Y they like dat one push here n there...
ham,I'm in a movie... Collect car oredi...
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
ham,Am going to take bath ill place the key in window:-)
ham,Pls dont restrict her from eating anythin she likes for the next two days.
ham,Is ur paper in e morn or aft tmr?
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
ham,"Sorry, I'll call later"
ham,Please dont say like that. Hi hi hi
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,3 pa but not selected.
ham,Big brother‘s really scraped the barrel with this shower of social misfits
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,Now i'm going for lunch.
ham,Call me when u're done...
ham,Mm so you asked me not to call radio
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
ham,Boo. How's things? I'm back at home and a little bored already :-(
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
ham,what is your account number?
ham,Alright i have a new goal now
ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
ham,I'm really sorry I lit your hair on fire
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,"That's cool he'll be here all night, lemme know when you're around"
ham,Ok. Very good. Its all about making that money.
ham,I can make lasagna for you... vodka...
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,I uploaded mine to Facebook
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
ham,Can u get pic msgs to your phone?
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him."
ham,Ok...
ham,Thanx 4 sending me home...
ham,Kallis is ready for bat in 2nd innings
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Send me your resume:-)
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
ham,You want to go? 
ham,Yup bathe liao...
ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her"
ham,Wanna do some art?! :D
ham,Have a nice day my dear.
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
ham,We're finally ready fyi
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham,Hey i will be late ah... Meet you at 945+
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! "
ham,So why didnt you holla?
ham,Neshanth..tel me who r u?
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,R ü comin back for dinner?
ham,Thank you princess! You are so sexy...
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
ham,K...k...when will you give treat?
ham,O ic lol. Should play 9 doors sometime yo
ham,"Aight, you close by or still down around alex's place?"
ham,I called and said all to him:)then he have to choose this future.
ham,Sac needs to carry on:)
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,i want to grasp your pretty booty :)
ham,Wife.how she knew the time of murder exactly
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
ham,Here got lots of hair dresser fr china.
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
ham,Please attend the phone:)
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,Sorry. || mail? || 
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,For my family happiness..
ham,From here after The performance award is calculated every two month.not for current one month period..
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
ham,Ok lor but not too early. Me still having project meeting now.
ham,"Aight, let me know when you're gonna be around usf"
ham,Oh that was a forwarded message. I thought you send that to me
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?
ham,I am in tirupur.  call you da.
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,Just curious because my cuz asked what I was up to
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,Yes fine 
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
ham,Dude just saw a parked car with its sunroof popped up. Sux
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,K..i deleted my contact that why?
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... 
spam,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
ham,I'm stuck in da middle of da row on da right hand side of da lt... 
ham,I'm done...
ham,"Just wondering, the others just took off"
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham,If I was I wasn't paying attention
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,Where @
ham,I can't describe how lucky you are that I'm actually awake by noon
ham,Hey u still at the gym?
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
ham,Did he just say somebody is named tampa
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
ham,thanks for the temales it was wonderful. Thank. Have a great week.
ham,"Come round, it's . "
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
ham,Cos darren say ü considering mah so i ask ü...
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
ham,Me fine..absolutly fine
ham,Cos daddy arranging time c wat time fetch ü mah...
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
ham,Somebody should go to andros and steal ice
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
ham,Hey leave it. not a big deal:-) take care.
ham,Early bird! Any purchases yet?
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
ham,K then 2marrow are you coming to class.
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
ham,Where are the garage keys? They aren't on the bookshelf
ham,Nope i waiting in sch 4 daddy... 
ham,I am not having her number sir
ham,And do you have any one that can teach me how to ship cars.
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
ham,Erm. I thought the contract ran out the4th of october.
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,Tell where you reached
ham,Shopping lor. Them raining mah hard 2 leave orchard.
ham,I was just callin to say hi. Take care bruv!
ham,No he didn't. Spring is coming early yay!
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
ham,Today am going to college so am not able to atten the class.
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk
ham,Yep. I do like the pink furniture tho.
ham,I cant pick the phone right now. Pls send a message
ham,S...i will take mokka players only:)
ham,Was the farm open?
ham,Lol or I could just starve and lose a pound by the end of the day.
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
ham,If I get there before you after your ten billion calls and texts so help me god
ham,Orh i tot u say she now still dun believe.
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,Should I have picked up a receipt or something earlier
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Yes baby! We can study all the positions of the kama sutra ;)
ham,Ok i am on the way to railway
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
ham,Give me a sec to think think about it
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
ham,Shall i send that exe to your mail id.
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
ham,"Okay, good, no problem, and thanx!"
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
ham,Ok
ham,What Today-sunday..sunday is holiday..so no work..
ham,Ok leave no need to ask
ham,Lol for real. She told my dad I have cancer
ham,Wot u up 2 u weirdo?
ham,Wat u doing there?
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,Those were my exact intentions
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham,"Sir Goodmorning, Once free call me."
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
ham,Yes there were many sweets
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,Studying. But i.ll be free next weekend.
ham,Cos i want it to be your thing
ham,Going to take your babe out ?
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,Are you available for soiree on June 3rd?
ham,Ok lor. Msg me b4 u call.
ham,I am going to sao mu today. Will be done only at 12 
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
ham,I'll meet you in the lobby
ham,Well I might not come then...
ham,I wish u were here. I feel so alone
ham,"Haha yeah, 2 oz is kind of a shitload"
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,i dnt wnt to tlk wid u
ham,You still around? Looking to pick up later
ham,"Carlos took a while (again), we leave in a minute"
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
ham,Dude got a haircut. Now its breezy up there
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)"
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
ham,S s..first time..dhoni rocks...
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
ham,Why you Dint come with us.
ham,Is she replying. Has boye changed his phone number
ham,Double eviction this week - Spiral and Michael and good riddance to them!
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
ham,If u dun drive then how i go 2 sch.
ham,I send the print  outs da.
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,Hai priya are you right. What doctor said pa. Where are you.
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
ham,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,Draw va?i dont think so:)
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
ham,U repeat e instructions again. Wat's e road name of ur house?
ham,Will you come online today night
spam,Win a £1000 cash prize or a prize worth £5000
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,Yup ok...
ham,I havent lei.. Next mon can?
ham,Well done and ! luv ya all 
ham,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
ham,Well good morning mr . Hows london treatin' ya treacle?
ham,Hi Harish's rent has been transfred to ur Acnt.
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
ham,We confirm eating at esplanade?
ham,Hey are we going for the lo lesson or gym? 
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
ham,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do."""
ham,"Goodmorning, today i am late for 2hrs. Because of back pain."
ham,Ü collecting ur laptop then going to configure da settings izzit?
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
ham,All e best 4 ur driving tmr :-)
ham,Me too! Have a lovely night xxx
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
ham,Are you staying in town ?
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
ham,No. Thank you. You've been wonderful
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
ham,"That's cool, I'll come by like  &lt;#&gt; ish"
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
ham,Ü dun need to pick ur gf?
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
ham,Yes. I come to nyc for audiitions and am trying to relocate.
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
ham,K..k..i'm also fine:)when will you complete the course?
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
ham,It's justbeen overa week since we broke up and already our brains are going to mush!
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,I wonder if you'll get this text?
ham,Jos ask if u wana meet up?
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
ham,How are you enjoying this semester? Take care brother.
ham,Didn't you get hep b immunisation in nigeria.
ham,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
ham,Wait . I will msg after  &lt;#&gt;  min.
